GENESIS-Tabelle: 12411-0007
Bevölkerung: Deutschland, Stichtag, Altersjahre,;;;;;
Nationalität, Geschlecht/Familienstand;;;;;
Fortschreibung des Bevölkerungsstandes;;;;;
Deutschland;;;;;
Bevölkerungsstand (Anzahl);;;;;
;;Deutsche;Deutsche;Ausländer;Ausländer
;;männlich;weiblich;männlich;weiblich
31.12.1986;7-Jährige;258146;246533;34205;33795
31.12.1986;8-Jährige;256263;243806;34123;33527
31.12.1986;9-Jährige;257925;244688;34399;34217
31.12.1986;10-Jährige;262573;250921;36398;36982
31.12.1986;11-Jährige;256702;244258;37922;38738
31.12.1986;12-Jährige;263428;251623;42187;44426
31.12.1986;13-Jährige;271798;260662;43608;43665
31.12.1986;14-Jährige;308669;294918;44399;43277
31.12.1986;15-Jährige;353247;336328;46146;42906
31.12.1986;16-Jährige;373906;358038;43691;39104
31.12.1986;17-Jährige;427384;409160;42725;36753
31.12.1986;18-Jährige;463292;442514;42758;36351
31.12.1986;19-Jährige;483598;463373;41376;36309
31.12.1986;20-Jährige;498981;477817;48971;41096
31.12.1986;21-Jährige;502394;479413;52353;42380
31.12.1986;22-Jährige;514348;491104;55832;43005
31.12.1986;23-Jährige;509805;488152;55146;40926
31.12.1986;24-Jährige;491898;470199;52907;40163
31.12.1986;25-Jährige;490059;469154;48927;38352
31.12.1986;26-Jährige;473010;452229;52695;42232
31.12.1986;27-Jährige;462273;439160;49641;39121
31.12.1986;28-Jährige;441584;419331;51223;38166
31.12.1986;29-Jährige;432631;411648;50927;37286
31.12.1986;30-Jährige;415944;397927;53649;39963
31.12.1986;31-Jährige;400100;381158;49684;42536
31.12.1986;32-Jährige;399291;383947;47247;45994
31.12.1986;33-Jährige;384363;370220;44123;46156
31.12.1986;34-Jährige;387741;370593;47340;50213
31.12.1986;35-Jährige;380756;365738;45261;46119
31.12.1986;36-Jährige;389859;371097;53013;51455
31.12.1986;37-Jährige;391129;370367;53118;47549
31.12.1986;38-Jährige;364694;352316;54867;45043
31.12.1986;39-Jährige;337523;334085;53594;41489
31.12.1986;40-Jährige;308837;309634;49306;37303
31.12.1986;41-Jährige;262845;265847;45524;34199
31.12.1986;42-Jährige;360471;361682;43549;32109
31.12.1986;43-Jährige;372898;370648;43159;28972
31.12.1986;44-Jährige;363806;362124;44915;28328
31.12.1986;45-Jährige;449956;448052;40864;24815
31.12.1986;46-Jährige;483602;483732;44883;26584
31.12.1986;47-Jährige;480009;479914;40710;23667
31.12.1986;48-Jährige;452285;453273;38123;22127
31.12.1986;49-Jährige;426333;428010;34123;19981
31.12.1986;50-Jährige;421299;424394;32185;18799
31.12.1986;51-Jährige;413713;415550;28484;17386
31.12.1986;52-Jährige;387119;390738;27476;15677
31.12.1986;53-Jährige;312983;319221;25431;14982
31.12.1986;54-Jährige;317126;325393;22508;14444
31.12.1986;55-Jährige;328563;338112;18931;12201
31.12.1986;56-Jährige;351220;362729;18876;12996
31.12.1986;57-Jährige;344836;357898;15789;11265
31.12.1986;58-Jährige;349532;363793;14437;10854
31.12.1986;59-Jährige;314592;355558;12292;9771
31.12.1986;60-Jährige;293253;369559;11954;9923
31.12.1986;61-Jährige;282471;386196;10394;9173
31.12.1986;62-Jährige;246386;377891;9443;8553
31.12.1986;63-Jährige;239996;376717;8672;7781
31.12.1986;64-Jährige;252703;393991;7922;7464
31.12.1986;65-Jährige;257489;413378;6977;6817
31.12.1986;66-Jährige;247106;411686;6775;6327
31.12.1986;67-Jährige;187731;312994;5042;4993
31.12.1986;68-Jährige;121923;207307;3801;3449
31.12.1986;69-Jährige;116349;197828;3381;3161
31.12.1986;70-Jährige;124109;216037;3394;3175
31.12.1986;71-Jährige;156246;280443;3755;3593
31.12.1986;72-Jährige;191399;352127;3855;4201
31.12.1986;73-Jährige;189140;347678;3507;4004
31.12.1986;74-Jährige;183951;343218;3436;3775
31.12.1986;75-Jährige;165618;316535;3021;3498
31.12.1986;76-Jährige;155096;311497;2819;3546
31.12.1986;77-Jährige;146718;300131;2558;3165
31.12.1986;78-Jährige;131691;280243;2297;3008
31.12.1986;79-Jährige;120370;255708;2039;2809
31.12.1986;80-Jährige;104637;233576;1868;2518
31.12.1986;81-Jährige;95500;205605;1502;2329
31.12.1986;82-Jährige;83119;185658;1415;2164
31.12.1986;83-Jährige;68288;158963;1285;1961
31.12.1986;84-Jährige;57033;142503;1139;1847
31.12.1986;85 Jahre und mehr;187871;554819;7005;12563
31.12.1986;Insgesamt;26747515;29731066;2537866;2124014
31.12.1987;unter 1 Jahr;292963;276144;34962;32864
31.12.1987;1-Jährige;287460;273509;32012;30180
31.12.1987;2-Jährige;270121;257971;30487;28424
31.12.1987;3-Jährige;269847;255359;30308;28643
31.12.1987;4-Jährige;271845;258240;31359;29552
31.12.1987;5-Jährige;279696;265123;34390;32257
31.12.1987;6-Jährige;277760;264806;35606;32992
31.12.1987;7-Jährige;277057;263793;35049;33082
31.12.1987;8-Jährige;259651;247463;33465;31492
31.12.1987;9-Jährige;257306;244359;33522;30980
31.12.1987;10-Jährige;259057;245547;33576;31652
31.12.1987;11-Jährige;265015;252480;36130;33563
31.12.1987;12-Jährige;259209;245823;37243;34745
31.12.1987;13-Jährige;269094;256575;37853;35263
31.12.1987;14-Jährige;276554;264389;39142;35787
31.12.1987;15-Jährige;315881;301273;40142;35880
31.12.1987;16-Jährige;358415;341820;40029;35691
31.12.1987;17-Jährige;383867;367134;38460;34534
31.12.1987;18-Jährige;434952;415524;38478;34715
31.12.1987;19-Jährige;468442;448765;37493;34749
31.12.1987;20-Jährige;489638;470615;36720;33905
31.12.1987;21-Jährige;501228;482763;43085;37276
31.12.1987;22-Jährige;502061;481971;46324;38090
31.12.1987;23-Jährige;512678;492882;49843;38599
31.12.1987;24-Jährige;508025;489801;49253;36406
31.12.1987;25-Jährige;490385;473885;47062;35933
31.12.1987;26-Jährige;487065;471681;42040;34034
31.12.1987;27-Jährige;469686;455060;45715;37104
31.12.1987;28-Jährige;458855;441886;42821;34562
31.12.1987;29-Jährige;438374;421962;43498;34058
31.12.1987;30-Jährige;430826;415776;43766;33534
31.12.1987;31-Jährige;414484;401605;46132;36644
31.12.1987;32-Jährige;398143;384415;42302;38910
31.12.1987;33-Jährige;395710;382877;38413;40107
31.12.1987;34-Jährige;384835;373846;35529;40519
31.12.1987;35-Jährige;389040;376083;38537;44503
31.12.1987;36-Jährige;383802;373065;37985;41418
31.12.1987;37-Jährige;392438;380577;46292;47167
31.12.1987;38-Jährige;394224;380905;48693;44230
31.12.1987;39-Jährige;372020;360293;51460;42343
31.12.1987;40-Jährige;348759;341762;52186;39277
31.12.1987;41-Jährige;319830;314927;49159;35123
31.12.1987;42-Jährige;269760;268398;45306;32234
31.12.1987;43-Jährige;371712;364708;43728;30236
31.12.1987;44-Jährige;382989;373591;43291;27182
31.12.1987;45-Jährige;373039;364390;45447;26923
31.12.1987;46-Jährige;461079;450773;41729;23284
31.12.1987;47-Jährige;492127;483736;45832;24933
31.12.1987;48-Jährige;488833;481293;41532;21642
31.12.1987;49-Jährige;460268;454599;39226;20718
31.12.1987;50-Jährige;434479;429582;35340;18464
31.12.1987;51-Jährige;427782;425401;32412;17123
31.12.1987;52-Jährige;418392;415563;28102;15467
31.12.1987;53-Jährige;391628;391493;28539;14291
31.12.1987;54-Jährige;316511;320000;26613;13447
31.12.1987;55-Jährige;319057;325614;22076;12212
31.12.1987;56-Jährige;329986;338181;18989;10372
31.12.1987;57-Jährige;352142;361937;18182;10784
31.12.1987;58-Jährige;346553;357940;14984;9120
31.12.1987;59-Jährige;350644;364489;13225;8361
31.12.1987;60-Jährige;315724;356537;11280;7595
31.12.1987;61-Jährige;294643;370799;10443;7249
31.12.1987;62-Jährige;281914;385464;8832;6646
31.12.1987;63-Jährige;245983;378105;8084;6071
31.12.1987;64-Jährige;239728;376399;7013;5473
31.12.1987;65-Jährige;252000;393274;6308;5196
31.12.1987;66-Jährige;255603;412937;5364;4573
31.12.1987;67-Jährige;243870;407841;4996;4274
31.12.1987;68-Jährige;183897;308481;3637;3040
31.12.1987;69-Jährige;118866;203569;2775;2233
31.12.1987;70-Jährige;113649;194516;2465;1992
31.12.1987;71-Jährige;120492;212016;2491;1903
31.12.1987;72-Jährige;151189;273950;2583;2206
31.12.1987;73-Jährige;185077;344924;2589;2544
31.12.1987;74-Jährige;182103;339228;2325;2204
31.12.1987;75-Jährige;175469;332490;2172;2213
31.12.1987;76-Jährige;156500;305008;1830;1846
31.12.1987;77-Jährige;145928;298540;1605;2005
31.12.1987;78-Jährige;137302;285862;1349;1789
31.12.1987;79-Jährige;122952;266023;1216;1570
31.12.1987;80-Jährige;111594;242047;1025;1492
31.12.1987;81-Jährige;96251;219382;950;1249
31.12.1987;82-Jährige;85654;189516;711;1156
31.12.1987;83-Jährige;73610;170720;625;1083
31.12.1987;84-Jährige;59997;144996;505;941
31.12.1987;85 Jahre und mehr;199987;599300;1882;4220
31.12.1987;Insgesamt;27053261;29898346;2366129;1920343
31.12.1988;unter 1 Jahr;309263;293076;39096;36969
31.12.1988;1-Jährige;294385;277613;37645;35327
31.12.1988;2-Jährige;289586;275537;34582;32666
31.12.1988;3-Jährige;272520;260291;33225;30974
31.12.1988;4-Jährige;272235;257763;33107;31117
31.12.1988;5-Jährige;274321;260592;33883;31963
31.12.1988;6-Jährige;281827;267289;36000;33759
31.12.1988;7-Jährige;279948;266921;37090;34527
31.12.1988;8-Jährige;279305;265884;37398;35356
31.12.1988;9-Jährige;261703;249361;35994;33723
31.12.1988;10-Jährige;259348;246167;35999;33144
31.12.1988;11-Jährige;260996;247311;36113;33808
31.12.1988;12-Jährige;266770;254099;38615;35646
31.12.1988;13-Jährige;260715;247322;39791;36805
31.12.1988;14-Jährige;270532;257824;41165;37534
31.12.1988;15-Jährige;277886;265621;43745;38714
31.12.1988;16-Jährige;316971;302369;43448;38542
31.12.1988;17-Jährige;359380;342829;42021;38154
31.12.1988;18-Jährige;385159;368251;41675;38581
31.12.1988;19-Jährige;435858;416753;41540;39966
31.12.1988;20-Jährige;469212;450014;41521;40774
31.12.1988;21-Jährige;490541;471985;41717;39227
31.12.1988;22-Jährige;502378;484186;48950;42717
31.12.1988;23-Jährige;503573;483582;52843;43650
31.12.1988;24-Jährige;514345;494736;56150;43698
31.12.1988;25-Jährige;510079;491693;55512;40855
31.12.1988;26-Jährige;492463;475917;52671;40045
31.12.1988;27-Jährige;489231;473691;47085;37680
31.12.1988;28-Jährige;471843;457150;50329;40548
31.12.1988;29-Jährige;461065;444117;47153;37842
31.12.1988;30-Jährige;440439;424168;47175;36993
31.12.1988;31-Jährige;432957;417991;47294;36230
31.12.1988;32-Jährige;416516;403749;49247;39098
31.12.1988;33-Jährige;400204;386436;45495;41083
31.12.1988;34-Jährige;397556;384875;40891;42093
31.12.1988;35-Jährige;386612;375530;38069;42292
31.12.1988;36-Jährige;390645;377660;40758;46066
31.12.1988;37-Jährige;385302;374481;39800;42862
31.12.1988;38-Jährige;393667;381819;47888;48528
31.12.1988;39-Jährige;395054;381879;49960;45422
31.12.1988;40-Jährige;372573;360960;52526;43457
31.12.1988;41-Jährige;349050;342282;52985;40227
31.12.1988;42-Jährige;319823;315185;49785;35959
31.12.1988;43-Jährige;269855;268752;45815;33051
31.12.1988;44-Jährige;371643;365068;44063;30995
31.12.1988;45-Jährige;382782;373937;43604;27930
31.12.1988;46-Jährige;372677;364616;45751;27699
31.12.1988;47-Jährige;460231;450872;42003;23925
31.12.1988;48-Jährige;490852;483730;46003;25691
31.12.1988;49-Jährige;487367;481096;41679;22318
31.12.1988;50-Jährige;458587;454340;39364;21405
31.12.1988;51-Jährige;432654;429291;35492;19081
31.12.1988;52-Jährige;425792;424969;32570;17685
31.12.1988;53-Jährige;415916;414911;28227;15950
31.12.1988;54-Jährige;389068;390815;28527;14674
31.12.1988;55-Jährige;314193;319427;26505;13877
31.12.1988;56-Jährige;316532;324855;22159;12519
31.12.1988;57-Jährige;327002;337368;18994;10701
31.12.1988;58-Jährige;348423;360802;18151;11152
31.12.1988;59-Jährige;342496;356569;14829;9448
31.12.1988;60-Jährige;345907;362948;12911;8458
31.12.1988;61-Jährige;311227;354856;10969;7830
31.12.1988;62-Jährige;289890;368683;10216;7456
31.12.1988;63-Jährige;276959;382844;8658;6902
31.12.1988;64-Jährige;241215;375269;7897;6314
31.12.1988;65-Jährige;234564;373054;6732;5702
31.12.1988;66-Jährige;246026;389115;6162;5475
31.12.1988;67-Jährige;248777;407969;5311;4772
31.12.1988;68-Jährige;236659;402189;4924;4455
31.12.1988;69-Jährige;177948;303762;3588;3249
31.12.1988;70-Jährige;114529;199874;2719;2334
31.12.1988;71-Jährige;109098;190713;2430;2055
31.12.1988;72-Jährige;115227;207275;2450;1965
31.12.1988;73-Jährige;143937;267231;2528;2293
31.12.1988;74-Jährige;175615;335208;2560;2627
31.12.1988;75-Jährige;171579;328800;2293;2280
31.12.1988;76-Jährige;164164;320520;2095;2248
31.12.1988;77-Jährige;145325;292536;1801;1901
31.12.1988;78-Jährige;134460;284834;1559;2059
31.12.1988;79-Jährige;125436;270960;1292;1818
31.12.1988;80-Jährige;111358;250135;1174;1565
31.12.1988;81-Jährige;99922;225869;978;1481
31.12.1988;82-Jährige;85322;202762;902;1250
31.12.1988;83-Jährige;74911;173348;666;1148
31.12.1988;84-Jährige;63653;154389;564;1074
31.12.1988;85 Jahre und mehr;212255;632186;2195;4849
31.12.1988;Insgesamt;27155869;29935706;2537246;2086282
31.12.1989;unter 1 Jahr;309300;294962;42293;40138
31.12.1989;1-Jährige;314577;298293;42098;39718
31.12.1989;2-Jährige;300645;283660;40381;37874
31.12.1989;3-Jährige;296251;281807;37428;35265
31.12.1989;4-Jährige;279220;266914;35958;33391
31.12.1989;5-Jährige;279188;264571;35658;33556
31.12.1989;6-Jährige;281190;267088;35796;33702
31.12.1989;7-Jährige;288566;273912;37932;35496
31.12.1989;8-Jährige;286302;273221;39417;36641
31.12.1989;9-Jährige;285523;272012;39883;37558
31.12.1989;10-Jährige;267645;255040;38479;36213
31.12.1989;11-Jährige;265002;251702;38532;35478
31.12.1989;12-Jährige;266185;252315;38794;36082
31.12.1989;13-Jährige;271277;258695;41374;37762
31.12.1989;14-Jährige;264872;251224;43129;39222
31.12.1989;15-Jährige;274342;261304;45575;40701
31.12.1989;16-Jährige;281167;268773;47542;41765
31.12.1989;17-Jährige;320379;305683;45772;41463
31.12.1989;18-Jährige;365321;347763;46097;42806
31.12.1989;19-Jährige;392267;374795;46393;44653
31.12.1989;20-Jährige;443821;424322;47024;46795
31.12.1989;21-Jährige;478055;457984;48015;46826
31.12.1989;22-Jährige;500649;480152;49187;44692
31.12.1989;23-Jährige;512984;492572;56995;48294
31.12.1989;24-Jährige;514332;491902;60945;48916
31.12.1989;25-Jährige;524700;503202;63772;48450
31.12.1989;26-Jährige;519509;500104;62578;45342
31.12.1989;27-Jährige;502120;484001;58965;44211
31.12.1989;28-Jährige;498891;481691;52275;41097
31.12.1989;29-Jährige;480902;464947;55563;43716
31.12.1989;30-Jährige;470062;451641;51717;40883
31.12.1989;31-Jährige;448447;431022;51389;39755
31.12.1989;32-Jährige;440891;424797;51095;38838
31.12.1989;33-Jährige;424153;410084;53027;41527
31.12.1989;34-Jährige;407831;392754;48684;43143
31.12.1989;35-Jährige;404657;390788;43897;43941
31.12.1989;36-Jährige;392993;380769;40929;44003
31.12.1989;37-Jährige;396440;382867;43086;47647
31.12.1989;38-Jährige;390865;379348;42011;44278
31.12.1989;39-Jährige;398538;385926;49961;49988
31.12.1989;40-Jährige;398952;385314;51662;46838
31.12.1989;41-Jährige;375461;363584;53871;44616
31.12.1989;42-Jährige;351500;344598;54024;41143
31.12.1989;43-Jährige;321289;316610;50440;36868
31.12.1989;44-Jährige;271479;270477;46508;33766
31.12.1989;45-Jährige;373486;367094;44629;31813
31.12.1989;46-Jährige;384290;375864;44111;28877
31.12.1989;47-Jährige;373792;366333;46235;28500
31.12.1989;48-Jährige;461135;452478;42404;24809
31.12.1989;49-Jährige;491087;485057;46390;26519
31.12.1989;50-Jährige;486992;482090;41913;23037
31.12.1989;51-Jährige;457750;455059;39663;22064
31.12.1989;52-Jährige;431584;429983;35687;19764
31.12.1989;53-Jährige;424387;425303;32728;18168
31.12.1989;54-Jährige;414100;415034;28427;16529
31.12.1989;55-Jährige;386935;390751;28575;15131
31.12.1989;56-Jährige;312187;319380;26544;14273
31.12.1989;57-Jährige;314203;324667;22201;12885
31.12.1989;58-Jährige;324234;336871;19087;11149
31.12.1989;59-Jährige;345159;360146;18081;11514
31.12.1989;60-Jährige;338683;355821;14570;9688
31.12.1989;61-Jährige;341470;361899;12613;8710
31.12.1989;62-Jährige;306543;353521;10744;8122
31.12.1989;63-Jährige;285309;366862;10059;7672
31.12.1989;64-Jährige;272016;380520;8503;7185
31.12.1989;65-Jährige;236399;372441;7659;6576
31.12.1989;66-Jährige;229287;369707;6631;5945
31.12.1989;67-Jährige;239833;384890;6112;5667
31.12.1989;68-Jährige;241755;402846;5243;5023
31.12.1989;69-Jährige;229120;396254;4905;4648
31.12.1989;70-Jährige;171757;298813;3573;3384
31.12.1989;71-Jährige;110170;196076;2690;2444
31.12.1989;72-Jährige;104453;186547;2404;2117
31.12.1989;73-Jährige;109884;202408;2451;2079
31.12.1989;74-Jährige;136604;259989;2497;2389
31.12.1989;75-Jährige;165773;325225;2553;2726
31.12.1989;76-Jährige;160827;317326;2231;2346
31.12.1989;77-Jährige;152739;308086;2081;2308
31.12.1989;78-Jährige;134100;279536;1789;1978
31.12.1989;79-Jährige;122949;270128;1515;2127
31.12.1989;80-Jährige;113558;255161;1279;1849
31.12.1989;81-Jährige;99832;233537;1121;1577
31.12.1989;82-Jährige;88709;209281;932;1466
31.12.1989;83-Jährige;74589;185521;883;1258
31.12.1989;84-Jährige;64740;156988;639;1145
31.12.1989;85 Jahre und mehr;224220;665811;2555;5585
31.12.1989;Insgesamt;27495380;30176494;2741058;2266103
31.12.1990;unter 1 Jahr;422013;399981;45982;43466
31.12.1990;1-Jährige;412491;392669;45371;43320
31.12.1990;2-Jährige;425669;403780;45491;42843
31.12.1990;3-Jährige;416496;393699;43502;40789
31.12.1990;4-Jährige;409801;390243;40727;38238
31.12.1990;5-Jährige;395684;376674;38911;36150
31.12.1990;6-Jährige;394694;374724;38184;35820
31.12.1990;7-Jährige;398669;379014;38311;35823
31.12.1990;8-Jährige;408463;387919;40871;38164
31.12.1990;9-Jährige;404484;386434;42487;39459
31.12.1990;10-Jährige;406981;388271;43191;40457
31.12.1990;11-Jährige;385043;366005;41734;38979
31.12.1990;12-Jährige;379962;360887;41820;38104
31.12.1990;13-Jährige;376966;357281;41952;38590
31.12.1990;14-Jährige;367823;350560;44808;40579
31.12.1990;15-Jährige;355400;337192;47683;42581
31.12.1990;16-Jährige;362929;346141;49699;44156
31.12.1990;17-Jährige;370360;354170;50771;45126
31.12.1990;18-Jährige;420886;401407;50801;46689
31.12.1990;19-Jährige;481681;458685;52525;50210
31.12.1990;20-Jährige;508257;486304;55491;53514
31.12.1990;21-Jährige;560739;535735;58465;55911
31.12.1990;22-Jährige;597055;571279;61484;55665
31.12.1990;23-Jährige;623060;597245;62174;52642
31.12.1990;24-Jährige;642044;616266;69860;55344
31.12.1990;25-Jährige;649359;620105;73885;55663
31.12.1990;26-Jährige;664361;637060;76161;54338
31.12.1990;27-Jährige;663019;637099;74580;50696
31.12.1990;28-Jährige;643648;619771;69872;49234
31.12.1990;29-Jährige;640641;618220;61773;45392
31.12.1990;30-Jährige;616924;596813;66366;48171
31.12.1990;31-Jährige;604924;581811;60538;44993
31.12.1990;32-Jährige;573946;551947;59748;43573
31.12.1990;33-Jährige;565263;545096;58973;42332
31.12.1990;34-Jährige;549897;531920;60921;44916
31.12.1990;35-Jährige;536407;516591;56455;46512
31.12.1990;36-Jährige;531874;513944;51086;47141
31.12.1990;37-Jährige;519653;503769;47061;46785
31.12.1990;38-Jährige;522078;504659;48652;50144
31.12.1990;39-Jährige;515369;499985;47127;46335
31.12.1990;40-Jährige;516642;501661;54770;52094
31.12.1990;41-Jährige;502320;486500;55805;48758
31.12.1990;42-Jährige;461847;448754;57327;46281
31.12.1990;43-Jährige;435504;428429;57069;42788
31.12.1990;44-Jährige;383773;378909;52987;38262
31.12.1990;45-Jährige;340863;341952;48448;35045
31.12.1990;46-Jährige;475888;471152;46486;33000
31.12.1990;47-Jährige;489972;482924;45645;30007
31.12.1990;48-Jährige;475493;470780;47648;29624
31.12.1990;49-Jährige;588770;583178;43800;25984
31.12.1990;50-Jährige;623270;620633;47546;27677
31.12.1990;51-Jährige;617003;616534;42944;24068
31.12.1990;52-Jährige;577710;578943;40640;23086
31.12.1990;53-Jährige;543137;546220;36674;20692
31.12.1990;54-Jährige;534317;541502;33413;18945
31.12.1990;55-Jährige;523282;530822;29051;17297
31.12.1990;56-Jährige;489140;499619;29056;15889
31.12.1990;57-Jährige;393564;407267;26888;14938
31.12.1990;58-Jährige;395690;412623;22582;13459
31.12.1990;59-Jährige;406716;428335;19599;11661
31.12.1990;60-Jährige;429843;458565;18157;11963
31.12.1990;61-Jährige;418320;452131;14552;10052
31.12.1990;62-Jährige;415071;456791;12700;9101
31.12.1990;63-Jährige;368013;441966;10793;8482
31.12.1990;64-Jährige;339527;456631;10050;8103
31.12.1990;65-Jährige;321885;469398;8367;7617
31.12.1990;66-Jährige;278216;454560;7688;6891
31.12.1990;67-Jährige;268665;451026;6637;6376
31.12.1990;68-Jährige;281110;470520;6190;6004
31.12.1990;69-Jährige;284749;494935;5332;5311
31.12.1990;70-Jährige;270279;489125;5003;4922
31.12.1990;71-Jährige;199646;362009;3629;3629
31.12.1990;72-Jährige;125586;233141;2741;2601
31.12.1990;73-Jährige;118018;221010;2433;2233
31.12.1990;74-Jährige;123820;239859;2462;2172
31.12.1990;75-Jährige;155050;311494;2531;2548
31.12.1990;76-Jährige;188111;388600;2561;2896
31.12.1990;77-Jährige;182178;379567;2282;2530
31.12.1990;78-Jährige;171963;366192;2093;2513
31.12.1990;79-Jährige;149419;329090;1810;2108
31.12.1990;80-Jährige;136614;315783;1523;2241
31.12.1990;81-Jährige;125073;295866;1282;1943
31.12.1990;82-Jährige;108542;266839;1090;1650
31.12.1990;83-Jährige;95480;236576;908;1549
31.12.1990;84-Jährige;79289;206849;870;1285
31.12.1990;85 Jahre und mehr;284949;834925;3092;6591
31.12.1990;Insgesamt;35419330;38751540;3080647;2501710
31.12.1991;unter 1 Jahr;378245;359231;48991;46282
31.12.1991;1-Jährige;421060;399393;49824;46934
31.12.1991;2-Jährige;414231;394089;48801;46604
31.12.1991;3-Jährige;427562;405639;49189;46165
31.12.1991;4-Jährige;418736;395757;46736;43950
31.12.1991;5-Jährige;411967;392294;43950;41182
31.12.1991;6-Jährige;397795;378730;41722;38780
31.12.1991;7-Jährige;396786;376729;40865;38171
31.12.1991;8-Jährige;400697;380966;41077;38306
31.12.1991;9-Jährige;410676;390032;43634;40713
31.12.1991;10-Jährige;406339;388446;45573;42061
31.12.1991;11-Jährige;409162;390296;46098;43137
31.12.1991;12-Jährige;387044;367895;44815;41575
31.12.1991;13-Jährige;381952;362698;44818;40736
31.12.1991;14-Jährige;378948;359409;45077;41222
31.12.1991;15-Jährige;369563;352303;48907;44066
31.12.1991;16-Jährige;357021;338716;51892;46314
31.12.1991;17-Jährige;364233;347518;53420;48092
31.12.1991;18-Jährige;371885;355717;56006;51283
31.12.1991;19-Jährige;421475;402238;58383;55021
31.12.1991;20-Jährige;482492;459695;61860;59231
31.12.1991;21-Jährige;509299;487165;65838;61537
31.12.1991;22-Jährige;561674;536417;70751;63232
31.12.1991;23-Jährige;597806;572119;73686;62454
31.12.1991;24-Jährige;623551;598022;73204;58824
31.12.1991;25-Jährige;642449;616717;80561;60753
31.12.1991;26-Jährige;649829;620826;84237;60666
31.12.1991;27-Jährige;664662;637698;84861;59122
31.12.1991;28-Jährige;663825;638439;82207;54948
31.12.1991;29-Jährige;644524;621116;76947;52883
31.12.1991;30-Jährige;641806;619659;68217;48891
31.12.1991;31-Jährige;617987;598408;72969;51530
31.12.1991;32-Jährige;606057;583334;65838;47718
31.12.1991;33-Jährige;575247;553724;64653;45976
31.12.1991;34-Jährige;566533;546593;63410;44519
31.12.1991;35-Jährige;550863;533394;65194;46964
31.12.1991;36-Jährige;537446;517988;60453;48481
31.12.1991;37-Jährige;532494;515239;54773;48863
31.12.1991;38-Jährige;520298;505000;50285;48144
31.12.1991;39-Jährige;522473;505798;51770;51572
31.12.1991;40-Jährige;515844;501002;49722;47449
31.12.1991;41-Jährige;516907;502434;57426;53318
31.12.1991;42-Jährige;502283;487209;58055;49892
31.12.1991;43-Jährige;461791;449283;59056;47182
31.12.1991;44-Jährige;434623;428272;58661;43728
31.12.1991;45-Jährige;383229;379135;54347;39060
31.12.1991;46-Jährige;339340;340952;49357;35707
31.12.1991;47-Jährige;473780;470074;47330;33702
31.12.1991;48-Jährige;488282;482339;46446;30593
31.12.1991;49-Jährige;472950;469783;48195;30214
31.12.1991;50-Jährige;586100;582567;44178;26512
31.12.1991;51-Jährige;619960;619482;47809;28346
31.12.1991;52-Jährige;613702;615662;43183;24569
31.12.1991;53-Jährige;574120;577724;40707;23605
31.12.1991;54-Jährige;539493;545123;36656;21138
31.12.1991;55-Jährige;530220;540072;33326;19388
31.12.1991;56-Jährige;518505;529148;28944;17581
31.12.1991;57-Jährige;484663;498460;28727;16179
31.12.1991;58-Jährige;389104;405671;26679;15213
31.12.1991;59-Jährige;390723;410838;22359;13720
31.12.1991;60-Jährige;400807;426100;19150;11717
31.12.1991;61-Jährige;423098;456026;17643;12074
31.12.1991;62-Jährige;411226;449135;14224;10314
31.12.1991;63-Jährige;407508;453406;12334;9315
31.12.1991;64-Jährige;360675;438345;10544;8700
31.12.1991;65-Jährige;332200;452336;9622;8344
31.12.1991;66-Jährige;314135;464175;8088;7838
31.12.1991;67-Jährige;270719;449199;7495;7175
31.12.1991;68-Jährige;260742;444591;6496;6609
31.12.1991;69-Jährige;271818;462796;6073;6244
31.12.1991;70-Jährige;274499;485752;5250;5558
31.12.1991;71-Jährige;259313;478535;4917;5145
31.12.1991;72-Jährige;191333;354927;3562;3827
31.12.1991;73-Jährige;119495;227211;2709;2701
31.12.1991;74-Jährige;111902;214328;2389;2298
31.12.1991;75-Jährige;116552;232029;2380;2235
31.12.1991;76-Jährige;144954;299612;2470;2686
31.12.1991;77-Jährige;175096;372689;2478;2993
31.12.1991;78-Jährige;168102;362090;2198;2591
31.12.1991;79-Jährige;157100;346855;2048;2587
31.12.1991;80-Jährige;135379;309283;1726;2133
31.12.1991;81-Jährige;122488;294409;1467;2290
31.12.1991;82-Jährige;110516;272981;1213;1943
31.12.1991;83-Jährige;94926;243606;1060;1629
31.12.1991;84-Jährige;82351;213579;851;1510
31.12.1991;85 Jahre und mehr;295122;878795;3694;7540
31.12.1991;Insgesamt;35484367;38723467;3354736;2711994
31.12.1992;unter 1 Jahr;362550;345412;53500;50455
31.12.1992;1-Jährige;379754;360693;53152;50207
31.12.1992;2-Jährige;422835;401292;53557;50763
31.12.1992;3-Jährige;416538;396367;52508;50265
31.12.1992;4-Jährige;430048;408096;52909;49776
31.12.1992;5-Jährige;421392;398254;50451;47363
31.12.1992;6-Jährige;414742;394776;46997;43962
31.12.1992;7-Jährige;400364;381434;44535;41456
31.12.1992;8-Jährige;399542;379440;43905;40947
31.12.1992;9-Jährige;403354;383589;43869;40909
31.12.1992;10-Jährige;413342;392684;46587;43340
31.12.1992;11-Jährige;409031;391024;48373;44540
31.12.1992;12-Jährige;411694;392881;48896;45524
31.12.1992;13-Jährige;389544;370400;47704;44005
